,Title,Year,imdbID,Type,Poster
0,The Bob's Burgers Movie,2022,tt7466442,movie,https://m.media-amazon.com/images/M/MV5BYzFhNDNkY2UtYjc3ZS00NzVkLTlhNzEtYmZiZGMzYmRjMjVhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg
1,Ray Donovan: The Movie,2022,tt14124268,movie,https://m.media-amazon.com/images/M/MV5BMThkMTBiMDItZGVhOC00MWJkLThlZjgtNmJiMTA0NjFjMDgyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_SX300.jpg
2,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,tt9784708,movie,https://m.media-amazon.com/images/M/MV5BZjlhMTQxYTctNTgyOS00ZDE5LTgwYjMtMDhjMTc1MGQzYWQ4XkEyXkFqcGc@._V1_SX300.jpg
3,Monster High: The Movie,2022,tt1447981,movie,https://m.media-amazon.com/images/M/MV5BMGE5MDYxNzQtZTAwZC00NzBlLWIzNDctNjk2ODhmM2EzYzkzXkEyXkFqcGc@._V1_SX300.jpg
4,The Quintessential Quintuplets Movie,2022,tt15721650,movie,https://m.media-amazon.com/images/M/MV5BZGZlOTcxZWItZDA3Yy00ZDNhLTllZjktMTVhZjQzZDkxNTYxXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg
5,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,tt15467380,movie,https://m.media-amazon.com/images/M/MV5BZDk1NGNmNWItYWJmZi00N2NhLTgwNDUtNDczZjM0NjczMmUzXkEyXkFqcGdeQXVyNjM0MTI4Mw@@._V1_SX300.jpg
6,The Nan Movie,2022,tt10398318,movie,https://m.media-amazon.com/images/M/MV5BNWNhMDI0ZmQtNjQ5Yi00ZWY4LWFkYzMtYzY0MWY3NzhlNDc3XkEyXkFqcGdeQXVyMTM1MjI0NTc2._V1_SX300.jpg
7,The Soccer Football Movie,2022,tt22774688,movie,https://m.media-amazon.com/images/M/MV5BNTliOGM3ODktNDIxMC00NWY3LTg5NTAtZTFkMzhkMGNjNmRhXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_SX300.jpg
8,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,2022,tt15830702,movie,https://m.media-amazon.com/images/M/MV5BNzExZjlkODEtNTNiNC00OGE4LWI0YTEtNzVjODU5NzFjN2FjXkEyXkFqcGdeQXVyMTEwMjgyMzIz._V1_SX300.jpg
9,Doraemon the Movie: Nobita's Little Star Wars 2021,2022,tt13740078,movie,https://m.media-amazon.com/images/M/MV5BZTIyODAyMDYtODAyYi00NzJhLTg1NzYtNzhhODhkNGMzZDVlXkEyXkFqcGdeQXVyMTM2MDY0OTYx._V1_SX300.jpg
10,Teasing Master Takagi-San: The Movie,2022,tt15313532,movie,https://m.media-amazon.com/images/M/MV5BNTdjZWE0ODItMDA4NC00ZDhhLWEyMTAtNDg0NWE5ZDM4MTJkXkEyXkFqcGc@._V1_SX300.jpg
11,Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,2022,tt19632738,movie,https://m.media-amazon.com/images/M/MV5BNDA4M2U0OWUtMDQ2My00NzFlLWIxZTAtNDA5ZjJiZGNjMjMzXkEyXkFqcGdeQXVyNDc3OTMxMjU@._V1_SX300.jpg
12,Love Destiny: The Movie,2022,tt13446128,movie,https://m.media-amazon.com/images/M/MV5BNTc5YjA2NWItYWRkMS00ODVmLWJkZTMtMWRmNGE0YTFkYjQyXkEyXkFqcGdeQXVyNzEyMTA5MTU@._V1_SX300.jpg
13,Air Force: The Movie - Selagi Bernyawa,2022,tt14571464,movie,https://m.media-amazon.com/images/M/MV5BNDhlNjIxMmYtY2IzYS00MThmLWJlMmYtNGRmYjgwZmZjMDEyXkEyXkFqcGdeQXVyMTUzMDA3Mjc2._V1_SX300.jpg
